Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Season,Review Rating,Shipping Type,Previous Purchases,Payment Method
2042,66,Male,Jacket,Outerwear,32,New York,Winter,3.2,Next Day Air,14,PayPal
2043,19,Male,Shoes,Footwear,52,Alabama,Spring,4,2-Day Shipping,35,Venmo
2044,47,Male,Gloves,Accessories,33,New York,Summer,2.7,Standard,49,PayPal
2045,49,Male,Jeans,Clothing,68,Missouri,Spring,3,Free Shipping,17,PayPal
2046,31,Male,Jewelry,Accessories,20,Georgia,Fall,4.4,Express,26,PayPal
2047,39,Male,Pants,Clothing,32,Oklahoma,Winter,2.8,Free Shipping,30,Cash
2048,58,Male,Jewelry,Accessories,82,Connecticut,Summer,3.1,Store Pickup,32,Cash
2049,45,Male,Sneakers,Footwear,64,Michigan,Winter,3.9,Express,35,Bank Transfer
2050,68,Male,Boots,Footwear,24,Rhode Island,Fall,2.7,Standard,15,Venmo
2051,35,Male,Hat,Accessories,96,Mississippi,Summer,3.4,Store Pickup,10,Debit Card
2052,65,Male,T-shirt,Clothing,94,Massachusetts,Spring,3.8,Free Shipping,14,Credit Card
2053,45,Male,Backpack,Accessories,48,New Hampshire,Winter,3.7,2-Day Shipping,30,Bank Transfer
2054,19,Male,Sunglasses,Accessories,60,Wyoming,Spring,4.5,2-Day Shipping,16,Credit Card
2055,65,Male,Sweater,Clothing,56,New Jersey,Spring,2.9,Express,14,PayPal
2056,28,Male,Handbag,Accessories,33,Texas,Fall,3.4,2-Day Shipping,28,Bank Transfer
2057,55,Male,Backpack,Accessories,46,Minnesota,Spring,4.4,2-Day Shipping,29,PayPal
2058,66,Male,Socks,Clothing,37,South Dakota,Spring,4.2,Standard,5,PayPal
2059,29,Male,Shirt,Clothing,98,Washington,Winter,3.3,Store Pickup,17,Bank Transfer
2060,56,Male,Shorts,Clothing,50,California,Spring,3.7,Express,50,PayPal
2061,21,Male,Belt,Accessories,63,Wisconsin,Fall,3.2,Next Day Air,23,Bank Transfer
2062,32,Male,Sweater,Clothing,70,Michigan,Summer,2.6,Store Pickup,22,Debit Card
2063,54,Male,Coat,Outerwear,63,South Carolina,Fall,2.8,Standard,15,Cash
2064,61,Male,Shorts,Clothing,86,Indiana,Fall,2.9,Standard,32,Cash
2065,31,Male,Shoes,Footwear,99,Arkansas,Summer,4,2-Day Shipping,5,Bank Transfer
2066,27,Male,Sneakers,Footwear,40,Oregon,Spring,2.9,Free Shipping,6,Bank Transfer
2067,64,Male,Sneakers,Footwear,92,Illinois,Fall,4.7,Store Pickup,44,Debit Card
2068,60,Male,Pants,Clothing,21,Maryland,Fall,3.1,2-Day Shipping,23,Cash
2069,70,Male,Jewelry,Accessories,81,Vermont,Summer,3.9,Store Pickup,44,Venmo
2070,36,Male,T-shirt,Clothing,82,Texas,Fall,3.4,Free Shipping,3,Debit Card
2071,56,Male,Jewelry,Accessories,88,Nebraska,Spring,3.1,Express,14,Cash
2072,69,Male,Jacket,Outerwear,100,South Carolina,Fall,4.8,Store Pickup,37,PayPal
2073,39,Male,Backpack,Accessories,66,Massachusetts,Winter,3.9,Next Day Air,22,Bank Transfer
2074,38,Male,Belt,Accessories,25,Texas,Winter,3.5,Next Day Air,2,PayPal
2075,36,Male,Scarf,Accessories,53,Florida,Summer,3.1,Free Shipping,44,Debit Card
2076,46,Male,Sweater,Clothing,28,South Carolina,Fall,4.7,Express,49,Debit Card
2077,59,Male,Gloves,Accessories,23,Florida,Fall,4.6,Free Shipping,22,Debit Card
2078,64,Male,Scarf,Accessories,34,Nebraska,Fall,3.3,Free Shipping,26,Bank Transfer
2079,49,Male,Dress,Clothing,42,Hawaii,Spring,3.2,Next Day Air,40,Debit Card
2080,32,Male,Jeans,Clothing,24,Montana,Summer,3.1,Next Day Air,16,PayPal
2081,29,Male,Sunglasses,Accessories,47,South Dakota,Fall,3.5,Free Shipping,17,Debit Card
2082,24,Male,Coat,Outerwear,78,Alabama,Spring,4.3,Standard,48,Bank Transfer
2083,41,Male,Jeans,Clothing,89,Arkansas,Summer,2.9,Free Shipping,28,Venmo
2084,41,Male,Scarf,Accessories,59,Mississippi,Fall,2.7,Store Pickup,26,Credit Card
2085,32,Male,Blouse,Clothing,94,Vermont,Summer,4,Standard,43,Bank Transfer
2086,69,Male,Jeans,Clothing,49,New York,Fall,4.6,Free Shipping,38,Debit Card
2087,65,Male,Dress,Clothing,89,North Dakota,Summer,4.7,2-Day Shipping,36,Cash
2088,54,Male,Hat,Accessories,91,Wisconsin,Summer,4.7,Standard,1,Credit Card
2089,39,Male,Sandals,Footwear,89,California,Spring,4,Standard,49,Debit Card
2090,37,Male,Jacket,Outerwear,57,Maryland,Spring,3.6,Free Shipping,41,Credit Card
2091,51,Male,Socks,Clothing,71,Massachusetts,Winter,3.4,Free Shipping,21,Debit Card
2092,26,Male,Jeans,Clothing,97,Washington,Fall,3,Next Day Air,24,Bank Transfer
2093,42,Male,Sandals,Footwear,45,Minnesota,Fall,2.6,Next Day Air,27,Bank Transfer
2094,21,Male,Dress,Clothing,91,Washington,Spring,4.2,Store Pickup,4,Debit Card
2095,53,Male,Socks,Clothing,25,South Carolina,Spring,3.4,Standard,19,Venmo
2096,36,Male,Hoodie,Clothing,63,New Mexico,Fall,4,Store Pickup,1,Bank Transfer
2097,21,Male,Dress,Clothing,52,North Carolina,Summer,4.7,Free Shipping,27,Debit Card
2098,33,Male,Sneakers,Footwear,43,Iowa,Winter,3.9,Next Day Air,5,Credit Card
2099,49,Male,T-shirt,Clothing,28,Louisiana,Summer,3.3,2-Day Shipping,20,Venmo
2100,31,Male,T-shirt,Clothing,78,Oklahoma,Summer,2.9,Express,50,PayPal
2101,68,Male,Sweater,Clothing,31,Michigan,Spring,4.4,Free Shipping,36,Cash
2102,49,Male,Shirt,Clothing,23,Oregon,Winter,3.6,Next Day Air,12,Bank Transfer
2103,23,Male,Hat,Accessories,25,Idaho,Spring,4.5,Store Pickup,23,Cash
2104,30,Male,Pants,Clothing,86,Indiana,Summer,3.7,Store Pickup,21,Venmo
2105,53,Male,Shoes,Footwear,88,New Mexico,Spring,2.8,Free Shipping,47,Venmo
2106,65,Male,Gloves,Accessories,35,South Carolina,Spring,4.5,Free Shipping,38,Venmo
2107,60,Male,Jewelry,Accessories,34,Vermont,Fall,4.4,Standard,40,Credit Card
2108,46,Male,Pants,Clothing,75,Delaware,Winter,3.3,Standard,35,PayPal
2109,54,Male,Hoodie,Clothing,46,North Dakota,Winter,4.2,Express,4,Credit Card
2110,59,Male,Jewelry,Accessories,31,California,Fall,2.7,Free Shipping,28,Venmo
2111,52,Male,Socks,Clothing,93,Montana,Spring,3.9,Store Pickup,36,Debit Card
2112,41,Male,Sunglasses,Accessories,85,Missouri,Spring,2.6,Free Shipping,15,Bank Transfer
2113,43,Male,Belt,Accessories,68,Tennessee,Fall,4.5,2-Day Shipping,7,Cash
2114,63,Male,Dress,Clothing,40,Virginia,Spring,2.7,Store Pickup,29,PayPal
2115,37,Male,Shirt,Clothing,51,Vermont,Winter,2.9,Standard,12,Debit Card
2116,44,Male,Scarf,Accessories,85,Rhode Island,Winter,3.4,Store Pickup,16,Bank Transfer
2117,67,Male,Jacket,Outerwear,23,Kansas,Summer,2.9,Express,50,Debit Card
2118,27,Male,Dress,Clothing,28,Colorado,Summer,3.8,Free Shipping,11,Debit Card
2119,60,Male,Socks,Clothing,44,Georgia,Fall,4.2,2-Day Shipping,28,Debit Card
2120,58,Male,Jewelry,Accessories,57,Nebraska,Spring,3.5,Store Pickup,36,Venmo
2121,53,Male,Scarf,Accessories,98,Missouri,Fall,3.1,Next Day Air,38,PayPal
2122,43,Male,Backpack,Accessories,68,Alaska,Winter,3.5,2-Day Shipping,32,Bank Transfer
2123,32,Male,Jacket,Outerwear,36,Virginia,Fall,4,Express,42,Debit Card
2124,54,Male,Coat,Outerwear,71,Nebraska,Spring,3.7,Express,22,Debit Card
2125,47,Male,Skirt,Clothing,60,Rhode Island,Fall,4.2,Next Day Air,22,Venmo
2126,57,Male,Coat,Outerwear,87,New Hampshire,Fall,4.8,Store Pickup,31,PayPal
2127,63,Male,Shoes,Footwear,38,Alabama,Winter,4.1,Express,28,Credit Card
2128,70,Male,Boots,Footwear,45,North Carolina,Spring,4.5,2-Day Shipping,40,Debit Card
2129,62,Male,Coat,Outerwear,47,New Mexico,Fall,2.7,2-Day Shipping,21,PayPal
2130,40,Male,Skirt,Clothing,57,Minnesota,Fall,2.8,Store Pickup,12,PayPal
2131,25,Male,Backpack,Accessories,68,Arizona,Summer,3.7,Free Shipping,33,Credit Card
2132,19,Male,Shorts,Clothing,52,Montana,Fall,3.6,Express,9,Bank Transfer
2133,25,Male,Skirt,Clothing,87,Vermont,Fall,4.7,2-Day Shipping,15,Debit Card
2134,21,Male,Hat,Accessories,34,Maine,Summer,3.8,Standard,13,Bank Transfer
2135,55,Male,Sandals,Footwear,41,Virginia,Winter,2.9,Standard,35,Credit Card
2136,34,Male,Sunglasses,Accessories,94,California,Winter,4.6,Next Day Air,1,Debit Card
2137,47,Male,Sunglasses,Accessories,93,New York,Summer,2.8,Standard,25,Bank Transfer
2138,27,Male,Socks,Clothing,51,Indiana,Winter,4.6,2-Day Shipping,20,Credit Card
2139,67,Male,Sweater,Clothing,42,Mississippi,Fall,2.8,Next Day Air,36,Venmo
2140,40,Male,Boots,Footwear,95,New York,Winter,3,Free Shipping,33,Cash
2141,53,Male,Handbag,Accessories,90,New Mexico,Fall,3.7,Standard,36,Cash
2142,24,Male,Dress,Clothing,98,Kentucky,Winter,4.1,2-Day Shipping,32,PayPal
2143,47,Male,Hat,Accessories,39,North Dakota,Winter,4.3,Next Day Air,21,Venmo
2144,53,Male,Sandals,Footwear,66,Arkansas,Fall,3.8,Next Day Air,48,Venmo
2145,47,Male,Shoes,Footwear,23,Maryland,Winter,3.7,Free Shipping,25,PayPal
2146,38,Male,Skirt,Clothing,73,Connecticut,Winter,4.8,Standard,32,PayPal
2147,48,Male,Sunglasses,Accessories,23,Utah,Summer,4.6,Standard,45,PayPal
2148,47,Male,Skirt,Clothing,43,Missouri,Fall,4.8,Standard,4,Cash
2149,19,Male,T-shirt,Clothing,45,Nebraska,Winter,4.6,2-Day Shipping,19,PayPal
2150,38,Male,Sandals,Footwear,21,Hawaii,Winter,4,Standard,1,Bank Transfer
2151,57,Male,Shirt,Clothing,40,Illinois,Spring,2.6,2-Day Shipping,12,Cash
2152,70,Male,Jeans,Clothing,58,Vermont,Fall,2.6,2-Day Shipping,18,Venmo
2153,38,Male,Shorts,Clothing,48,New Jersey,Summer,4.5,Next Day Air,43,Bank Transfer
2154,35,Male,Shirt,Clothing,94,Kentucky,Fall,4.2,Free Shipping,31,PayPal
2155,46,Male,Scarf,Accessories,74,Wyoming,Spring,3.4,Store Pickup,33,Cash
2156,32,Male,Handbag,Accessories,51,Hawaii,Fall,3.7,Store Pickup,46,PayPal
2157,38,Male,Skirt,Clothing,83,Missouri,Winter,3.6,Next Day Air,41,Debit Card
2158,41,Male,Handbag,Accessories,68,Mississippi,Winter,4,Next Day Air,41,Venmo
2159,19,Male,Gloves,Accessories,84,Massachusetts,Spring,4.6,Standard,9,Bank Transfer
2160,18,Male,Shirt,Clothing,58,Louisiana,Fall,3,Free Shipping,34,Cash
2161,45,Male,Blouse,Clothing,92,West Virginia,Winter,3.3,Express,21,PayPal
2162,23,Male,Dress,Clothing,69,Washington,Summer,3.8,Express,5,Debit Card
2163,60,Male,Shorts,Clothing,48,Oregon,Summer,2.7,Free Shipping,32,PayPal
2164,52,Male,Shoes,Footwear,60,New York,Spring,4.5,Express,44,Bank Transfer
2165,42,Male,Sandals,Footwear,20,Iowa,Winter,4.8,Next Day Air,46,PayPal
2166,29,Male,Pants,Clothing,55,Idaho,Summer,4.2,Express,42,Credit Card
2167,31,Male,Jacket,Outerwear,88,New Jersey,Spring,3.5,Express,50,Credit Card
2168,30,Male,Skirt,Clothing,48,Ohio,Winter,4.9,Standard,33,Venmo
2169,23,Male,Handbag,Accessories,74,Connecticut,Spring,4.1,Next Day Air,32,Cash
2170,31,Male,Coat,Outerwear,42,Florida,Fall,2.9,Next Day Air,32,Bank Transfer
2171,40,Male,Sweater,Clothing,32,South Carolina,Fall,4,Next Day Air,37,Venmo
2172,39,Male,Shorts,Clothing,98,Missouri,Summer,4.6,Store Pickup,9,Cash
2173,28,Male,Skirt,Clothing,89,Rhode Island,Fall,2.8,Store Pickup,6,PayPal
2174,23,Male,Gloves,Accessories,97,Delaware,Summer,5,2-Day Shipping,36,Venmo
2175,42,Male,Backpack,Accessories,49,Colorado,Spring,2.9,Store Pickup,1,Cash
2176,68,Male,Dress,Clothing,50,Nebraska,Spring,3.3,Free Shipping,48,Credit Card
2177,24,Male,Belt,Accessories,91,Vermont,Winter,3.4,2-Day Shipping,44,Debit Card
2178,24,Male,Gloves,Accessories,93,Montana,Winter,3,Express,9,PayPal
2179,21,Male,Jewelry,Accessories,98,Florida,Summer,4.7,Standard,32,Venmo
2180,49,Male,Socks,Clothing,82,Delaware,Fall,2.9,Next Day Air,14,PayPal
2181,41,Male,Coat,Outerwear,37,Connecticut,Summer,4.1,Store Pickup,43,Cash
2182,22,Male,Handbag,Accessories,63,Hawaii,Fall,3.2,Free Shipping,32,Bank Transfer
2183,42,Male,Blouse,Clothing,99,New Mexico,Winter,2.7,Store Pickup,26,Venmo
2184,30,Male,Shorts,Clothing,37,Kansas,Spring,4.7,Store Pickup,2,Cash
2185,38,Male,Shoes,Footwear,34,Nevada,Spring,3.2,Free Shipping,16,PayPal
2186,40,Male,Shorts,Clothing,32,North Carolina,Winter,2.5,Express,50,Debit Card
2187,55,Male,Sandals,Footwear,23,New Mexico,Winter,4.3,Next Day Air,6,PayPal
2188,37,Male,Blouse,Clothing,78,Idaho,Spring,4.4,Free Shipping,20,PayPal
2189,41,Male,Coat,Outerwear,54,California,Winter,4.7,Next Day Air,9,Credit Card
2190,38,Male,Blouse,Clothing,94,Wisconsin,Fall,4,Express,47,Credit Card
2191,42,Male,Belt,Accessories,75,Alaska,Spring,4.6,Express,33,Credit Card
2192,26,Male,Blouse,Clothing,69,Pennsylvania,Summer,3.8,Next Day Air,46,Cash
2193,41,Male,Scarf,Accessories,35,Virginia,Winter,3.2,Next Day Air,9,Credit Card
2194,27,Male,Shirt,Clothing,78,California,Spring,5,Express,8,PayPal
2195,61,Male,Socks,Clothing,29,Kentucky,Summer,3.5,Standard,48,Bank Transfer
2196,58,Male,Jeans,Clothing,62,New York,Fall,3.7,Next Day Air,2,Cash
2197,25,Male,Dress,Clothing,58,Vermont,Spring,4.8,Next Day Air,31,PayPal
2198,33,Male,Boots,Footwear,88,Pennsylvania,Summer,3.7,2-Day Shipping,40,Venmo
2199,57,Male,Scarf,Accessories,80,New York,Summer,3.5,Free Shipping,35,Venmo
2200,39,Male,Scarf,Accessories,47,North Carolina,Summer,4.9,Store Pickup,40,Debit Card
2201,60,Male,Gloves,Accessories,51,Wyoming,Summer,4.7,Next Day Air,27,Debit Card
2202,39,Male,Pants,Clothing,25,Ohio,Spring,4.9,2-Day Shipping,10,Venmo
2203,42,Male,Dress,Clothing,36,Alabama,Summer,4.3,Next Day Air,23,Credit Card
2204,53,Male,Dress,Clothing,79,Rhode Island,Winter,3.1,Free Shipping,32,Cash
2205,20,Male,Jeans,Clothing,41,Oregon,Winter,3.4,2-Day Shipping,6,Debit Card
2206,46,Male,Sweater,Clothing,68,North Dakota,Fall,2.7,Express,27,PayPal
2207,46,Male,Sandals,Footwear,51,Illinois,Spring,2.6,Store Pickup,25,Bank Transfer
2208,69,Male,Handbag,Accessories,38,New Mexico,Fall,2.9,Next Day Air,11,Credit Card
2209,28,Male,Scarf,Accessories,46,Colorado,Summer,2.7,2-Day Shipping,23,PayPal
2210,42,Male,Sandals,Footwear,20,Utah,Summer,4.5,2-Day Shipping,44,Bank Transfer
2211,30,Male,Sunglasses,Accessories,25,Virginia,Summer,3.1,Store Pickup,35,PayPal
2212,50,Male,Sweater,Clothing,89,Maine,Winter,3.2,Free Shipping,45,Debit Card
2213,59,Male,Pants,Clothing,77,Nebraska,Winter,3.3,Next Day Air,22,Bank Transfer
2214,54,Male,Hat,Accessories,94,Hawaii,Fall,2.9,Express,18,Debit Card
2215,50,Male,Belt,Accessories,100,Idaho,Fall,4.1,Standard,20,Debit Card
2216,25,Male,Sandals,Footwear,96,West Virginia,Winter,2.7,Express,28,Credit Card
2217,41,Male,Pants,Clothing,36,Vermont,Winter,4,Store Pickup,15,Venmo
2218,35,Male,Jewelry,Accessories,27,Indiana,Fall,2.6,Store Pickup,42,Bank Transfer
2219,67,Male,Sunglasses,Accessories,67,Idaho,Winter,3.5,Store Pickup,20,Debit Card
2220,33,Male,Blouse,Clothing,91,Minnesota,Fall,2.8,Store Pickup,16,Bank Transfer
2221,19,Male,Belt,Accessories,62,Wyoming,Fall,4.5,Store Pickup,47,Cash
2222,25,Male,Shorts,Clothing,88,Kansas,Fall,3,Free Shipping,34,Credit Card
2223,32,Male,Pants,Clothing,66,Georgia,Summer,4.4,Store Pickup,30,Credit Card
2224,30,Male,Sandals,Footwear,65,Kansas,Fall,4.7,Next Day Air,5,PayPal
2225,18,Male,Gloves,Accessories,25,Nebraska,Winter,4.3,Standard,38,Cash
2226,38,Male,Belt,Accessories,64,Washington,Spring,4.8,Free Shipping,18,Credit Card
2227,22,Male,Shirt,Clothing,72,Missouri,Spring,4.8,Store Pickup,28,Cash
2228,40,Male,Scarf,Accessories,74,Washington,Summer,4.4,Next Day Air,42,Credit Card
2229,54,Male,Gloves,Accessories,50,Kansas,Fall,3.7,Free Shipping,5,Credit Card
2230,70,Male,Pants,Clothing,97,Minnesota,Fall,3.9,Express,50,Venmo
2231,52,Male,Sneakers,Footwear,36,Colorado,Spring,3.8,Express,33,Venmo
2232,34,Male,Jacket,Outerwear,49,Utah,Fall,4.1,Store Pickup,1,Credit Card
2233,65,Male,Shoes,Footwear,64,North Carolina,Spring,4,Store Pickup,14,Cash
2234,38,Male,Blouse,Clothing,31,Florida,Summer,4.5,Express,48,Credit Card
2235,35,Male,Boots,Footwear,66,New Hampshire,Winter,4,Express,26,Cash
2236,40,Male,Socks,Clothing,82,Illinois,Spring,4.5,2-Day Shipping,44,Credit Card
2237,23,Male,T-shirt,Clothing,88,Louisiana,Winter,2.7,Standard,18,Debit Card
2238,45,Male,Sandals,Footwear,34,Alabama,Summer,3.8,Next Day Air,31,Venmo
2239,40,Male,Sneakers,Footwear,84,Florida,Winter,3.8,Standard,18,Debit Card
2240,42,Male,Jewelry,Accessories,96,Alabama,Summer,3.8,2-Day Shipping,41,Credit Card
2241,57,Male,Sandals,Footwear,71,California,Winter,4.3,Next Day Air,18,Debit Card
2242,18,Male,Jacket,Outerwear,77,Maryland,Summer,3.5,Free Shipping,3,Bank Transfer
2243,18,Male,Skirt,Clothing,66,Nevada,Spring,3.8,Next Day Air,5,Credit Card
2244,56,Male,Shirt,Clothing,21,Massachusetts,Winter,3.7,2-Day Shipping,13,Debit Card
2245,35,Male,Shorts,Clothing,37,South Carolina,Summer,4.8,2-Day Shipping,22,PayPal
2246,49,Male,Socks,Clothing,90,Delaware,Fall,4.9,Free Shipping,45,PayPal
2247,49,Male,Jacket,Outerwear,96,Hawaii,Fall,4.3,Store Pickup,39,PayPal
2248,34,Male,Jewelry,Accessories,37,Florida,Summer,4.4,Next Day Air,18,Venmo
2249,63,Male,T-shirt,Clothing,66,Rhode Island,Winter,3.4,Free Shipping,19,PayPal
2250,42,Male,Gloves,Accessories,45,Wyoming,Spring,4.3,Next Day Air,29,Debit Card
2251,41,Male,Shoes,Footwear,89,Colorado,Summer,4.6,Store Pickup,19,Credit Card
2252,26,Male,Shoes,Footwear,94,Virginia,Fall,3.8,Free Shipping,22,Debit Card
2253,48,Male,Shoes,Footwear,96,Nebraska,Summer,3.9,Express,21,Bank Transfer
2254,62,Male,Hoodie,Clothing,31,Oklahoma,Spring,2.6,Store Pickup,22,PayPal
2255,24,Male,Belt,Accessories,79,North Dakota,Winter,4.2,Store Pickup,44,PayPal
2256,48,Male,Coat,Outerwear,39,Michigan,Spring,4.6,Store Pickup,42,Bank Transfer
2257,31,Male,Blouse,Clothing,22,California,Fall,5,Standard,33,Credit Card
2258,41,Male,Skirt,Clothing,32,Tennessee,Fall,4.2,Standard,6,Bank Transfer
2259,24,Male,T-shirt,Clothing,71,Ohio,Winter,4.3,Store Pickup,44,Credit Card
2260,60,Male,Jeans,Clothing,96,Florida,Spring,3.3,Free Shipping,24,Cash
2261,38,Male,Scarf,Accessories,82,Missouri,Fall,4.9,Express,16,PayPal
2262,58,Male,Backpack,Accessories,76,South Carolina,Spring,4.4,Standard,12,Bank Transfer
2263,53,Male,Backpack,Accessories,22,Arizona,Winter,3.1,2-Day Shipping,50,PayPal
2264,44,Male,Scarf,Accessories,40,Indiana,Winter,3.5,Store Pickup,42,Cash
2265,51,Male,Hat,Accessories,92,North Dakota,Summer,3.9,2-Day Shipping,50,PayPal
2266,36,Male,Coat,Outerwear,94,Montana,Fall,3.9,Store Pickup,10,PayPal
2267,20,Male,Dress,Clothing,44,Missouri,Fall,4.3,Store Pickup,32,Debit Card
2268,32,Male,Gloves,Accessories,49,Kentucky,Spring,3.8,Express,37,Venmo
2269,66,Male,Sweater,Clothing,26,Georgia,Spring,2.7,2-Day Shipping,15,Bank Transfer
2270,49,Male,Skirt,Clothing,38,Kentucky,Fall,4.4,Store Pickup,27,Credit Card
2271,27,Male,Blouse,Clothing,72,Georgia,Spring,3.5,Express,7,Venmo
2272,29,Male,Dress,Clothing,99,Alaska,Summer,3.4,Free Shipping,49,PayPal
2273,29,Male,Jacket,Outerwear,38,Maine,Spring,4,Standard,44,PayPal
2274,55,Male,Coat,Outerwear,96,New Mexico,Winter,4.8,Express,13,PayPal
2275,57,Male,Dress,Clothing,27,New York,Spring,4.5,Next Day Air,38,PayPal
2276,29,Male,Shorts,Clothing,24,Oklahoma,Winter,4.4,Standard,10,Debit Card
2277,31,Male,Jeans,Clothing,82,Wyoming,Summer,4.1,2-Day Shipping,25,Debit Card
2278,25,Male,Hat,Accessories,56,Alabama,Summer,4.6,Next Day Air,18,Credit Card
2279,61,Male,Gloves,Accessories,25,Maryland,Fall,3.8,Store Pickup,6,Cash
2280,53,Male,Sneakers,Footwear,67,West Virginia,Spring,2.9,Free Shipping,35,Bank Transfer
2281,22,Male,Shoes,Footwear,21,Kentucky,Summer,2.8,Standard,31,Credit Card
2282,28,Male,Hoodie,Clothing,27,Kansas,Summer,3,Store Pickup,41,Bank Transfer
2283,18,Male,Sneakers,Footwear,97,Idaho,Fall,4.2,2-Day Shipping,8,Credit Card
2284,44,Male,Handbag,Accessories,45,Ohio,Winter,4.1,Free Shipping,34,Credit Card
2285,32,Male,Blouse,Clothing,63,Iowa,Fall,4.1,Express,20,Venmo
2286,34,Male,Belt,Accessories,100,Michigan,Summer,4.6,2-Day Shipping,38,PayPal
2287,67,Male,Socks,Clothing,38,South Dakota,Spring,2.5,Store Pickup,35,Venmo
2288,66,Male,Blouse,Clothing,45,Nebraska,Summer,3,Store Pickup,6,Debit Card
2289,28,Male,Jewelry,Accessories,91,California,Fall,3.8,Next Day Air,50,PayPal
2290,70,Male,Shorts,Clothing,82,Nevada,Fall,4.1,Free Shipping,47,Venmo
2291,37,Male,Boots,Footwear,48,Kansas,Winter,3.3,Standard,23,PayPal
2292,28,Male,Coat,Outerwear,30,Ohio,Spring,5,2-Day Shipping,13,Credit Card
2293,43,Male,T-shirt,Clothing,34,Vermont,Spring,3.8,Next Day Air,31,Debit Card
2294,37,Male,Sweater,Clothing,68,Georgia,Fall,3.3,Express,16,Debit Card
2295,54,Male,Sunglasses,Accessories,95,Maryland,Winter,5,Express,40,Debit Card
2296,50,Male,Hat,Accessories,22,Connecticut,Spring,2.9,2-Day Shipping,45,PayPal
2297,46,Male,Gloves,Accessories,88,Washington,Fall,2.5,Next Day Air,50,Venmo
2298,60,Male,Socks,Clothing,83,California,Summer,4.7,Standard,1,Bank Transfer
2299,40,Male,Handbag,Accessories,87,Montana,Spring,2.9,2-Day Shipping,10,Cash
2300,64,Male,Coat,Outerwear,57,Idaho,Summer,3.7,Store Pickup,48,Credit Card
2301,18,Male,Coat,Outerwear,88,Pennsylvania,Summer,4.4,2-Day Shipping,38,Credit Card
2302,37,Male,Pants,Clothing,20,Maine,Winter,2.9,Next Day Air,21,Debit Card
2303,36,Male,Belt,Accessories,39,Montana,Summer,3.6,Store Pickup,38,Venmo
2304,51,Male,Sunglasses,Accessories,71,New Jersey,Spring,4.8,2-Day Shipping,31,Credit Card
2305,26,Male,Hoodie,Clothing,73,Louisiana,Winter,4.7,Free Shipping,9,Debit Card
2306,68,Male,Handbag,Accessories,63,Maine,Summer,2.6,Free Shipping,47,Cash
2307,27,Male,Gloves,Accessories,78,Florida,Winter,3.4,Standard,8,Cash
2308,28,Male,Skirt,Clothing,96,Missouri,Fall,3.5,Next Day Air,30,Debit Card
2309,49,Male,Sunglasses,Accessories,81,North Dakota,Winter,3.4,2-Day Shipping,22,Bank Transfer
2310,70,Male,Dress,Clothing,95,Connecticut,Fall,5,2-Day Shipping,3,Bank Transfer
2311,30,Male,Gloves,Accessories,68,Virginia,Spring,4.6,Standard,15,PayPal
2312,27,Male,Sneakers,Footwear,28,Montana,Spring,4.8,2-Day Shipping,10,Bank Transfer
2313,19,Male,T-shirt,Clothing,30,Vermont,Summer,3.7,Free Shipping,19,Cash
2314,64,Male,Dress,Clothing,31,Georgia,Summer,4.7,Next Day Air,36,Bank Transfer
2315,42,Male,Handbag,Accessories,95,Virginia,Winter,4.4,Express,12,Bank Transfer
2316,69,Male,Socks,Clothing,79,Vermont,Winter,3.5,2-Day Shipping,49,Debit Card
2317,28,Male,Sneakers,Footwear,39,Montana,Winter,3.8,Standard,7,Debit Card
2318,47,Male,Jacket,Outerwear,34,New Jersey,Summer,4.7,Next Day Air,28,Bank Transfer
2319,69,Male,Hoodie,Clothing,28,Wyoming,Spring,3.1,Store Pickup,30,Credit Card
2320,56,Male,Sandals,Footwear,38,Maine,Winter,5,Free Shipping,29,PayPal
2321,28,Male,Shoes,Footwear,55,New Mexico,Spring,3.7,Free Shipping,9,Debit Card
2322,50,Male,Sandals,Footwear,31,Colorado,Winter,3,Next Day Air,27,Debit Card
2323,39,Male,Coat,Outerwear,84,Connecticut,Spring,4.5,Store Pickup,21,Venmo
2324,35,Male,Gloves,Accessories,93,Maryland,Winter,4.7,Express,36,Credit Card
2325,59,Male,Coat,Outerwear,28,Oregon,Winter,3.5,Free Shipping,19,Debit Card
2326,44,Male,Boots,Footwear,55,New York,Summer,4.4,2-Day Shipping,47,Cash
2327,66,Male,Skirt,Clothing,63,Oklahoma,Winter,2.6,Standard,38,Bank Transfer
2328,20,Male,Skirt,Clothing,94,Alabama,Winter,4.2,2-Day Shipping,22,Venmo
2329,45,Male,Pants,Clothing,36,North Dakota,Fall,2.6,Express,29,Venmo
2330,49,Male,Hat,Accessories,97,Nebraska,Spring,4.8,Free Shipping,42,Bank Transfer
2331,60,Male,Backpack,Accessories,63,Arizona,Summer,2.9,Store Pickup,47,PayPal
2332,61,Male,Scarf,Accessories,77,Illinois,Spring,4.3,2-Day Shipping,10,Credit Card
2333,36,Male,Scarf,Accessories,53,South Carolina,Fall,2.6,Store Pickup,10,Venmo
2334,33,Male,Shirt,Clothing,77,Kansas,Spring,3.8,Next Day Air,1,PayPal
2335,49,Male,Boots,Footwear,79,Kansas,Summer,4.2,Standard,7,Credit Card
2336,31,Male,Coat,Outerwear,37,Idaho,Summer,3.9,Store Pickup,10,Venmo
